Error	Bias	Variance
0.014261805469766034	0.013818449053173285	0.0004433564165927445
0.00446891870401094	0.003964485806529917	0.0005044328974810246
0.0011731661295346547	0.0008924826720061916	0.00028068345752846325
0.0005526597717277365	0.0003419993500534534	0.00021066042167428294
0.0027224463301678864	0.0005764625267655356	0.0021459838034023513
1.0541691520223326	0.01010127999086481	1.0440678720314682
0.08231012145695846	0.00037859848541675666	0.08193152297154173
